"6","IVB Peter Dondorf Immobilien: Immobilienmakler in Aachen","ivb-aachen.de","False","info@ivb-aachen.de,gleim@ivb-aachen.de,info@ivb-aachen.de,vschrader@ivb-aachen.de,info@ivb-aachen.de,hess@ivb-aachen.de,info@ivb-aachen.de,info@ivb-aachen.de,info@ivb-aachen.de,info@ivb-aachen.de,wego@ivb-aachen.de,info@ivb-aachen.de,info@ivb-aachen.de","nan","https://ivb-aachen.de/wp-content/uploads/sites/125/2021/02/fav.png"
"0","Immobilienmakler Aachen - Immobilien kaufen & verkaufen ...","www.phi24.de","False","kontakt@phi24.de","nan","https://www.phi24.de/wp-content/uploads/2016/08/cropped-Logo_Widget-270x270.png"
"1","Ihr Immobilienmakler in Aachen - Schneider & Bertrand ...","sundbimmobilien.de","False","schneider@sundbimmobilien.de,bertrand@sundbimmobilien.de,foerster@sundbimmobilien.de,osman@sundbimmobilien.de,jakobs@sundbimmobilien.de,info@sundbimmobilien.de,info@sundbimmobilien.de","nan","https://sundbimmobilien.de/wp-content/uploads/sites/149/2021/08/Schneider-Bertrand-Immobilien-GmbH-Favicon.png"
"2","Jäschke Immobilien: Ihr Makler in Aachen Brand","www.jaeschke-immobilien.de","False","anfragen@jaeschke-immobilien.de,db@jaeschke-immobilien.de,hj@jaeschke-immobilien.de,kj@jaeschke-immobilien.de,jn@jaeschke-immobilien.de,anfragen@jaeschke-immobilien.de,anfragen@jaeschke-immobilien.de","nan","https://www.jaeschke-immobilien.de/files/layout/images/favicon/apple-touch-icon-180x180.png"
"3","Die 10 besten Immobilienmakler in Aachen 2022","www.werkenntdenbesten.de","False","","nan","https://www.werkenntdenbesten.de/favicons/favicon-96x96.png"
"4","FALC Immobilien Aachen","www.falcimmo.de","False","mail@falcimmo.de","nan","https://www.falcimmo.de/favicon.ico"
"5","Immobilien Aachen, Bonn, Düsseldorf, Köln, Immobilienmakler","www.karrasch-partner.de","False","info@karrasch-partner.de,info@karrasch-partner.de","nan","https://www.karrasch-partner.de/images/template/favicon.ico"
"6","IVB Peter Dondorf Immobilien: Immobilienmakler in Aachen","ivb-aachen.de","False","info@ivb-aachen.de,gleim@ivb-aachen.de,info@ivb-aachen.de,vschrader@ivb-aachen.de,info@ivb-aachen.de,hess@ivb-aachen.de,info@ivb-aachen.de,info@ivb-aachen.de,info@ivb-aachen.de,info@ivb-aachen.de,wego@ivb-aachen.de,info@ivb-aachen.de,info@ivb-aachen.de","nan","https://ivb-aachen.de/wp-content/uploads/sites/125/2021/02/fav.png"
"7","Immobilien in Aachen - Ihr Immobilienmakler Engel & Völkers","www.engelvoelkers.com","False","","nan","https://www.engelvoelkers.com/hp/img/favicon.png"
"8","MAT Immobilien: Die Experten für Immobilien in Aachen","www.mat-immobilien.de","False","info@mat-immobilien.de,info@mat-immobilien.de","nan","https://cmspics.onoffice.de/MatImmobilien/mat_logo_250px.jpg"
"9","Martina Willms Immobilien: Immobilienmakler in Aachen","www.mwillms-immobilien.de","False","","nan","https://www.mwillms-immobilien.de/Portals/mwillms/favicon.ico?ver=2015-07-31-133437-483"
"11","Immobilien-Management: Immobilienmakler Aachen","www.immobilie.ac","False","","nan","http://www.immobilie.ac/images/original_249274_.png"
"12","Udo Chantré Objekte - Immobilienbörse Aachen","www.chantre-immobilien.de","False","","nan","https://www.chantre-immobilien.de/templates/rt_hexeris/favicon.ico"
"13","Ihr Immobilienmakler in Herzogenrath Wedow Immobilien","wedowimmobilien.de","False","info@wedowimmobilien.de,info@wedowimmobilien.de,info@wedowimmobilien.de,info@wedowimmobilien.de,info@wedowimmobilien.de,info@wedowimmobilien.de","nan","https://wedowimmobilien.de/wp-content/uploads/2022/02/271cbd4b-581f-45b0-9854-bdf1b44737c2-800x500.jpg"
"14","onOffice: Maklersoftware für Immobilienprofis","de.onoffice.com","False","","nan","https://de.onoffice.com/wp-content/uploads/2019/06/favicon.png"
"15","Courté Immobilien in Aachen","courte-immobilien.com","False","","nan","https://courte-immobilien.com/wp-content/uploads/2021/08/apple-icon-152x152-1.png"
"16","Immobilienmakler - Lehrgang mit IHK-Zertifikat","www.aachen.ihk.de","False","info@aachen.ihk.de","nan","https://www.aachen.ihk.de/blueprint/servlet/resource/blob/593978/847bd5d88206bf307b2a0dd1e41661ca/acihk24-channel-favicon.ico"
"17","DHONAU IMMOBILIEN GMBH - Immobilienmakler in Achern","www.dhonau-immobilien.de","True","mail@dhonau-immobilien.de","nan","https://www.dhonau-immobilien.de/wp-content/themes/Powermakler/custpics/apple-touch-icon.png"
"18","Kuckertz Immobilien - Kuckertz Immobilienberatung in der ...","www.kuckertz-immobilien.de","False","","nan","https://www.kuckertz-immobilien.de/images/images/favicon.png"
"19","Immobilienmakler in Langerwehe - Frank Kaussen 02409/1595","kaussenimmobilien.de","True","","nan","https://kaussenimmobilien.de/wp-content/uploads/2021/10/logo-kaussen-immobilien-banner.jpg"
"20","LADO Immobilien: Ihr Immobilienmakler in Eschweiler","www.lado-immobilien.de","False","info@lado-immobilien.de,info@lado-immobilien.de","nan","https://res.onoffice.de/template/images/favicons/favicon.ico"
"21","Koch Immobilien - Immobilienmakler Baesweiler | Aachen ...","www.immokoch.com","-1","-1","nan","-1"
"22","WALZ Immobilien Aachen | Immobilienmakler","immobilien-walz.de","False","info@immobilien-walz.de","nan","https://immobilien-walz.de/android-icon-192x192.png"
"23","Immobilienmakler in Aachen und Umgebung | SO24 Immobilien","www.so24immobilien.de","False","info@so24immobilien.de","nan","https://www.so24immobilien.de/wp-content/uploads/2022/01/beratung-1024x625.jpeg"
"24","168 Objekte in Aachen / Haaren - IMMOGENO.de","www.immogeno.de","False","","nan","https://www.immogeno.de/images/opengraph-logo.png"
"25","Aktuelles - Müller und Partner","www.mueller-partner.de","False","","nan","https://www.mueller-partner.de/assets/templates/immobilien/images/favicon/apple-touch-icon.png"
"26","Kuckertz Immobilienbewertung - Start","www.immobilienbewertung-dueren.com","False","","nan","https://www.immobilienbewertung-dueren.com/templates/jb_interrio/favicon.ico"
"27","IMMOKING-24 – Immobilienmakler in Stolberg","immoking-24.de","False","info@immoking-24.de","nan","https://immoking-24.de/wp-content/uploads/cropped-Unbenannt-2-270x270.png"
"28","VON POLL IMMOBILIEN ist einer der größten Immobilienmakler","www.von-poll.com","False","","nan","https://www.von-poll.com/favicon-32x32.png"
"29","Mietwohnungen Aachen von Immobilien Esser","www.immo-esser.de","False","aachen@immo-esser.de,aachen@immo-esser.de","nan","https://www.immo-esser.de/images/original_337739_.jpg"
"30","CIA - City Immobilien Aachen Ihr Spezialist für ...","www.cia-aachen.de","False","info@cia-aachen.de","nan","http://www.cia-aachen.de/images/apple-touch-icon-114x114.png"
"31","Immobilienmakler in Aachen | immoportal.com","www.immoportal.com","False","","nan","https://www.immoportal.com/themes/custom/ivory/img/favicon/apple-touch-icon.png"
"32","Herzlich willkommen bei der palm GbR - Ihr Spezialist für ...","www.palm-gbr.de","False","","nan","https://www.palm-gbr.de/s/misc/logo.jpg?t=1646774539"
"33","Immobilienmakler Aachen - Immobilien kaufen & verkaufen","www.immofly.de","False","haas@immofly.de,dreher@immofly.de,arndt@immofly.de,pietschmann@immofly.de,haar@immofly.de,onitiu@immofly.de,cinakli@immofly.de","nan","https://www.immofly.de/favicon.ico"
"34","Immobilien Aachen: Start","www.kapstein.de","False","","nan","https://static.parastorage.com/client/pfavico.ico"
"35","Sachverständige und Gutachter: Start","richter-schmitz-ingenieure.de","False","","nan","https://richter-schmitz-ingenieure.de/wp-content/uploads/2014/10/favicon.png"
"36","Relax Immobilien: Ihr Immobilienpartner in Geilenkirchen","www.relax-immobilien.de","False","vertrieb@relax-immobilien.de,vertrieb@relax-immobilien.de","nan","https://assets.website-files.com/611b60a5a9bffb09cda242a5/614b1ed8b4d688f2b8bd60b6_webclip_relax.png"
"37","Immobilienmakler Speyer - Immobilienverkauf zum Top-Preis","ac-immobilien.de","False","info@ac-immobilien.de","nan","https://ac-immobilien.de/wp-content/uploads/2018/12/cropped-Logo-ac-immobilien-news-270x270.png"
"38","Immobilien Center Aalen oHG | Ihr Immobilienmakler in Aalen","www.immobilien-aalen.de","False","info@immobilien-aalen.de,eberhard@immobilien-aalen.de,info@immobilien-aalen.de,leister@immobilien-aalen.de,info@immobilien-aalen.de,info@immobilien-aalen.de,eberhard@immobilien-aalen.de,info@immobilien-aalen.de","nan","https://www.immobilien-aalen.de/wp-content/uploads/2021/02/cropped-logo_aalen_schein-e1612355704611-270x270.png"
"39","Immobilienmakler Aalen - OPUS CONCEPT","www.opusconcept-immobilien.de","False","","nan","https://www.opusconcept-immobilien.de/wp-content/uploads/2020/06/opus_concept_signet_rgb_favicon.png"
"40","Aalener Immobiliengesellschaft - Hausverwaltung und Makler","www.aalener-immo.de","False","anfrage@aalener-immo.de,lingel@aalener-immo.de,hausverwaltung@aalener-immo.de","nan","https://www.aalener-immo.de/assets/images/favicon/android-icon-192x192.png"
"41","Ihr Immobilienmakler für Aalen - KLAUS & WIEDMANN ...","www.klaus-wiedmann.de","-1","-1","nan","-1"
"42","Verkauf & Kauf Ihrer Immobilie - Engel & Völkers","www.engelvoelkers.com","False","","nan","https://www.engelvoelkers.com/hp/img/favicon.png"
"43","Zöllner Immobilien GmbH: Ihr Immobilienmakler vor Ort","www.zoellner-immobilien.de","False","","nan","https://www.zoellner-immobilien.de/media/files/IMG_20190619_113956_resized_20190619_120606980-1024x768.jpg"
"44","Immobilien in Aalen & Umgebung","www.von-poll.com","False","","nan","https://www.von-poll.com/favicon-32x32.png"
"45","Immobilienmakler Aalen - M & S Immobilien GmbH - Aalen","www.m-s-immobilien.eu","False","info@m-s-immobilien.eu,info@m-s-immobilien.eu","nan","https://www.m-s-immobilien.eu/wp-content/uploads/2020/09/cropped-fav-270x270.png"
"46","Ihr Immobilienmakler für Aalen GARANT Immobilien","www.garant-immo.de","False","","nan","https://www.garant-immo.de/favicon.ico"
"47","Bianca Gartenmeier Immobilienservice - Vermietung ...","www.gartenmeier-wohnen.de","False","","nan","https://www.gartenmeier-wohnen.de/apple-touch-icon.png"
"49","Stengel Immobilienservice - Immobilienmakler am Bodensee","www.stengel-immobilienservice.de","False","8234info@stengel-immobilienservice.de","nan","https://www.stengel-immobilienservice.de/wp-content/uploads/fbrfg/apple-touch-icon.png?v=oLJPd9ad9d"
"50","Lenhart Immobilien - Ihr Traum-Immobilienmakler vor Ort","www.lenhart.immobilien","False","","nan","https://www.lenhart.immobilien/storage/cropped-Lenhar-Logo-Final-Final-01-270x270.jpg"
"51","Bettina Dietz Immobilien GbR: Ihr Immobilienmakler Rhein-Main","immoprofi-dietz.de","True","","nan","https://immoprofi-dietz.de/wp-content/uploads/Dietz-Haus-bunt-300x263.png"
"52","W4/Immobilien | Makler für Immobilienverkauf in Karlsruhe","w4-immobilien.de","False","","nan","https://w4-immobilien.de/wp-content/uploads/cropped-Favicon-2-270x270.png"
"53","Immobilien VR-Bank Ostalb eG","www.vrbank-ostalb.de","False","","nan","https://www.vrbank-ostalb.de/favicon.ico"
"54","Ulrich Grath Immobilien - immograths Webseite!","www.immobilien-grath.de","False","info@immobilien-grath.de","nan","https://image.jimcdn.com/app/cms/image/transf/none/path/sb677e3bf0481b57a/backgroundarea/if6f039c8c374c162/version/1586349166/image.jpg"
"55","Neubau | Wohnungsbau Aalen GmbH","wohnungsbau-aalen.de","False","info@wohnungsbau-aalen.de,info@wohnungsbau-aalen.de,30info@wohnungsbau-aalen.de","nan","https://wohnungsbau-aalen.de/wp-content/uploads/2019/05/cropped-favicon_wbaa-270x270.png"
"56","Aalener Treuhand Gewerbeimmobilien GmbH - Das Örtliche","www.dasoertliche.de","False","","nan","https://oe-static.de/img/oetblogo_400x400.png"
"57","Die Experten für Immobilien - RE/MAX Germany","www.remax.de","False","info@remax.de,info@remax.de","nan","https://www.remax.de/apple-touch-icon.png?v=2021-02-25"
"58","Junior Immobilienmakler/in Jobs und Stellenangebote in Aalen","www.stepstone.de","-1","-1","nan","-1"
"59","fischer-immobilien-ellwangens Webseite!: Start","fischer-immobilien-ellwangen.jimdofree.com","False","","nan","https://image.jimcdn.com/app/cms/image/transf/dimension=2000x1500:format=jpg/path/s0398da7b608a96d2/backgroundarea/i938a7fa23aa9021d/version/1475251894/image.jpg"
"60","M & S Immobilien GmbH ▷ in Aalen - Öffnungszeiten - Cylex","web2.cylex.de","-1","-1","nan","-1"
"61","Ihr Immobilienmakler Aalen - ProMak Immobilien","promak-immobilien.de","-1","-1","nan","-1"
"62","KUBUS Aalen - Nutzungskonzept für Altstadt des baden ...","gesterkamp.com","False","","nan","http://gesterkamp.com/wp-content/uploads/2022/03/cropped-favicon-270x270.png"
"63","AALENER TREUHAND GEWERBE-IMMOBILIEN GmbH - Ihr ...","www.aalener-treuhand.de","False","","nan","https://www.aalener-treuhand.de/s/misc/logo.jpg?t=1643793961"
"64","Immobiliensuche Aalen von privat, provisionsfrei* & Makler","www.private-immobilienangebote.de","False","","nan","https://www.private-immobilienangebote.de/android-icon-192x192.png"
"65","Ihr Immobilienmakler in Aalen - Mirlen Stöffel - Wüstenrot ...","wuestenrot-immobilien.de","False","info@wuestenrot-immobilien.de","nan","https://wuestenrot-immobilien.de/wp-content/uploads/sites/67/2019/10/favicon.ico"
"66","Hamburger Volksbank Immobilien: Ihr Immobilienmakler in ...","hamvoba-immobilien.de","False","info@hamvoba-immobilien.de,info@hamvoba-immobilien.de","nan","https://hamvoba-immobilien.de/wp-content/uploads/sites/127/2021/05/Erben_Vererben-800x800.jpg"
"67","RIEGER Kapitalanlagen & Immobilien GmbH in Aalen ...","www.rieger-immo.de","False","","nan","data:;base64,iVBORw0KGgo="
"68","DHONAU IMMOBILIEN GMBH - Immobilienmakler in Achern","www.dhonau-immobilien.de","True","mail@dhonau-immobilien.de","nan","https://www.dhonau-immobilien.de/wp-content/themes/Powermakler/custpics/apple-touch-icon.png"
"69","Immobilienmakler für Kehl und Achern","www.von-poll.com","False","","nan","https://www.von-poll.com/favicon-32x32.png"
"70","Immobilienmakler Achern - Königskinder Immobilien Stuttgart","koenigskinder.de","False","0info@koenigskinder.de,info@koenigskinder.de","nan","https://koenigskinder.de/favicon.ico"
"71","8 Immobilienmakler in Achern und Umgebung - Makler ...","www.makler-vergleich.de","False","","nan","https://www.makler-vergleich.de/faviconMaklerVergleich2.ico"
"72","Immobilienservice Zimmermann - Achern","www.immobilienservice-zimmermann.de","-1","-1","nan","-1"
"73","Immobilienservice und Immobilienberatung von ISO Ortenau","www.immobilien-service-ortenau.de","False","info@immobilien-service-ortenau.de","nan","https://www.immobilien-service-ortenau.de/_iso/wp-content/uploads/2017/03/iso_favicon.png"
"74","Finden Sie Ihr Wunschobjekt - Engel & Völkers","www.engelvoelkers.com","False","","nan","https://www.engelvoelkers.com/hp/img/favicon.png"
"75","Ecotherm Immobilien GmbH Immobilien - Verwaltung ...","www.ecotherm-immobilien.de","-1","-1","nan","-1"
"76","Immobilienmakler Achern | Makler in der Nähe finden","www.meinestadt.de","-1","-1","nan","-1"
"77","Ihr Immobilienmakler in Ortenau - GARANT Immobilien","www.garant-immo.de","False","","nan","https://www.garant-immo.de/favicon.ico"
"79","IMA Immobilien Lahr Immobilienmakler & Haus-Bewertung","www.ima-immobilien.de","False","info@ima-immobilien.de,info@ima-immobilien.de","nan","https://www.ima-immobilien.de/files/public/layout/favicon.ico"
"80","DATAX IMMOBILIEN – Professionelle und preiswerte ...","achern.haus","False","","nan","https://achern.haus/wp-content/uploads/2020/04/114_114_datax.jpg"
"81","VON POLL IMMOBILIEN Achern - Das Örtliche","www.dasoertliche.de","False","","nan","https://oe-static.de/img/oetblogo_400x400.png"
"82","CENTURY 21 FSK Makler: Immobilienmakler in Baden-Baden ...","fsk.century21.de","False","","nan","https://fsk.century21.de/images/favicon/favicon-48-48.png"
"83","Merz Immobilien | Ihr Makler in Rottweil und der Region","merz-immobilien.de","True","","nan","https://merz-immobilien.de/wp-content/uploads/2018/06/favicon.png"
"84","Immobilien kaufen Achern - Private-Immobilienangebote.de","www.private-immobilienangebote.de","False","","nan","https://www.private-immobilienangebote.de/android-icon-192x192.png"
"85","Immobilienmakler Jobs und Stellenangebote in Achern - 2022","www.stepstone.de","False","","nan","https://www.stepstone.de/modules/duplo/resources/favicons/stepstone/apple-touch-icon-180x180.png?v=VuWeZv6r"
"86","VON POLL IMMOBILIEN Achern - Branchenbuch Deutschland","branchenbuch.meinestadt.de","-1","-1","nan","-1"
